Device,Pin Count,Variant,I2C Pins,SERCOM Configs
SAMD21E14,32,base,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E14A,32,A,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E14B,32,B,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E14C,32,C,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E14D,32,D,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E14L,32,L,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E15,32,base,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E15A,32,A,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E15B,32,B,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E15C,32,C,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E15D,32,D,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E15L,32,L,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E16,32,base,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E16A,32,A,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E16B,32,B,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E16C,32,C,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E16D,32,D,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E16L,32,L,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E17,32,base,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E17A,32,A,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E17B,32,B,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E17C,32,C,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E17D,32,D,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E17L,32,L,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E18,32,base,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E18A,32,A,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E18B,32,B,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E18C,32,C,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E18D,32,D,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21E18L,32,L,"PA08,PA09,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G14,48,base,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G14A,48,A,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G14B,48,B,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G14C,48,C,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G14D,48,D,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G14L,48,L,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G15,48,base,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G15A,48,A,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G15B,48,B,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G15C,48,C,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G15D,48,D,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G15L,48,L,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G16,48,base,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G16A,48,A,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G16B,48,B,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G16C,48,C,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G16D,48,D,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G16L,48,L,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G17,48,base,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G17A,48,A,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G17B,48,B,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
SAMD21G17C,48,C,"PA08,PA09,PA12,PA13,PA16,PA17,PA22,PA23","PA08:[SERCOM0/PAD[0],SERCOM2/PAD[0]]|PA09:[SERCOM0/PAD[1],SERCOM2/PAD[1]]|PA12:[SERCOM2/PAD[0],SERCOM4/PAD[0]]|PA13:[SERCOM2/PAD[1],SERCOM4/PAD[1]]|PA16:[SERCOM1/PAD[0],SERCOM3/PAD[0]]|PA17:[SERCOM1/PAD[1],SERCOM3/PAD[1]]|PA22:[SERCOM3/PAD[0],SERCOM5/PAD[0]]|PA23:[SERCOM3/PAD[1],SERCOM5/PAD[1]]"
