Device,I/O Pin
32, PA08, PA09, PA16, PA17, PA22, PA23
48, PA08, PA09, PA12, PA13, PA16, PA17, PA22, PA23
64, PA08, PA09, PA12, PA13, PA16, PA17, PA22, PA23, PB12, PB13, PB16, PB17, PB30, PB31
